SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDFMPIR
94195,2,16,3,47534.13242,49038.09319,2,139,3.06
94196,2,0,3,7817.705049,7287.823613,1,142,0.73
94197,2,8,4,14234.874,14854.21859,1,144,1.02
94198,2,63,1,10996.07163,11353.06931,2,136,4.93
94199,1,69,6,25068.13996,25928.13724,2,134,0
94200,2,26,2,25400.9531,26817.68987,2,144,3.59
94201,1,77,6,26661.5597,29003.14015,1,148,NA
94202,1,70,3,10089.90717,11111.12168,2,148,5
94203,1,2,2,16832.99508,20283.15539,1,134,3.66
94204,1,80,3,34881.58679,0,1,143,5
94205,2,73,3,118558.57,135133.0549,2,143,NA
94206,1,56,6,12010.08599,13539.7062,2,134,3.85
94207,1,62,4,13783.03842,14385.59379,2,137,0.76
94208,2,45,4,11782.81388,12386.15669,1,147,3.67
94209,2,0,2,8143.088486,8288.059657,1,148,5
94210,1,80,4,9058.91474,10298.48772,2,145,0.86
94211,2,23,3,104530.7049,104368.1218,2,137,2.97
94212,2,67,6,10410.6421,11393.96202,2,135,2.79
94213,2,3,4,15952.87111,0,1,139,0.54
94214,2,19,3,66531.46291,68386.90939,2,146,4.57
94215,1,0,3,29091.61155,29466.53578,2,145,2.41
94216,2,67,4,15385.16293,16603.03308,2,138,5
94217,1,18,6,19024.87515,19413.90638,1,141,5
94218,2,5,3,28525.32288,38170.32453,2,138,NA
94219,2,23,1,52553.69187,53256.07515,2,137,NA
94220,2,17,4,10557.7755,10784.38885,1,147,1.04
94221,2,27,4,20035.31785,21533.8868,1,138,0
94222,1,2,7,43240.94321,46327.82829,2,136,NA
94223,2,43,2,18727.46583,22680.50381,2,139,0.94
94224,1,23,2,60681.5608,60437.14711,1,134,4.74
94225,1,12,6,11956.70603,12134.05023,2,137,1.36
94226,1,5,4,16048.87695,17844.50999,2,145,1.82
94227,1,80,3,31094.33936,35107.22232,2,142,5
94228,2,0,1,6072.570019,6188.059561,2,137,0.5
94229,2,69,4,16384.16087,16053.27853,1,139,NA
94230,1,15,4,16922.23377,17265.97148,2,143,NA
94231,1,59,3,26387.37946,0,1,141,2.07
94232,1,70,3,120329.8829,133053.3235,1,143,5
94233,1,62,1,10013.37325,10685.48019,1,148,2.45
94234,2,10,7,10720.62315,11293.57031,1,136,1.63
94235,2,18,3,50218.43483,49629.79637,1,146,0.17
94236,1,5,4,11297.47649,12561.49778,2,143,0
94237,1,63,3,257751.3084,276067.6586,2,145,5
94238,2,15,4,22534.88108,23088.16116,1,139,5
94239,2,76,6,7847.49063,0,2,134,5
94240,2,7,3,65505.126,0,2,147,4.76
94241,2,30,6,26594.14978,30326.99715,1,136,2.66
94242,1,60,4,7858.561644,8010.824801,1,139,0.07
94243,1,80,7,12732.03857,14194.7906,1,135,1.48
94244,2,66,7,12939.74289,0,1,147,0.85
94245,2,31,3,52488.07549,50783.90006,2,136,2.88
94246,1,48,6,18366.66492,18386.37197,2,138,1.99
94247,1,27,3,58619.44903,60519.93535,2,143,2.13
94248,2,38,4,19402.35277,20839.82178,2,148,0.87
94249,2,66,4,14019.69966,14735.92868,1,136,1.85
94250,2,23,3,43004.32128,42533.00345,2,139,3.37
94251,2,22,3,85812.15987,86111.37981,1,145,2.79
94252,1,15,7,27316.39733,28177.26431,1,138,4.17
94253,2,70,7,15590.85199,15942.04632,2,148,1.03
94254,2,8,6,8058.72044,8560.191776,1,138,5
94255,1,43,1,62338.64949,65890.62186,2,136,3.88
94256,2,8,3,23813.85211,27048.15152,2,141,0.6
94257,1,11,6,10608.04873,11116.35646,1,141,3.86
94258,1,51,3,16689.72911,17075.40182,2,139,2.57
94259,2,50,6,21875.89906,22192.80584,1,138,2.09
94260,2,48,6,12067.75939,13364.74292,2,146,0.32
94261,2,63,6,18594.17922,19910.36795,1,136,3.39
94262,1,22,1,63101.4793,80781.56437,1,135,1.37
94263,1,17,3,46063.22929,46467.13641,1,146,1.96
94264,2,7,3,41660.45723,52706.10193,1,147,2.95
94265,1,75,7,13914.15635,14826.49826,2,146,NA
94266,1,43,2,28440.63025,30934.57249,1,148,1.29
94267,2,80,6,11927.44322,13067.88521,2,136,5
94268,1,13,4,24897.54859,25480.08525,1,139,3.23
94269,2,10,1,20117.59064,20280.92383,2,135,1.58
94270,1,33,1,42676.23004,46352.65022,2,138,0.41
94271,1,18,3,20871.79248,20486.47703,1,145,0.86
94272,1,16,3,25328.92412,25952.12704,1,142,1.06
94273,1,63,1,7304.003601,7695.910647,2,136,NA
94274,2,58,2,70220.70195,70663.79398,1,137,5
94275,1,54,1,19567.41139,19153.85424,2,140,3.85
94276,1,80,6,13917.83839,14120.03247,1,135,2.59
94277,2,41,2,10092.49727,9688.185081,2,148,0.62
94278,1,62,6,13311.04443,13989.13557,2,143,NA
94279,1,39,6,20261.27661,19895.52118,2,138,4.81
94280,2,9,7,15076.62522,15535.8373,2,140,0.59
94281,2,31,7,31759.39733,34453.50771,2,146,0.28
94282,2,17,4,8116.345009,8359.082888,2,144,0.6
94283,2,60,4,22498.83718,23801.97352,1,143,0.31
94284,2,58,4,37342.93021,37875.20763,2,144,2.73
94285,1,43,2,45611.99897,48102.95185,2,143,2.04
94286,2,75,4,20187.11489,22635.88747,1,143,5
94287,1,20,3,219851.922,231078.4288,2,142,5
94288,2,28,4,35658.21164,0,2,148,0.68
94289,2,17,3,36700.2274,0,1,142,2.16
94290,2,35,6,18471.04999,20399.71487,1,144,3.03
94291,2,27,1,42222.84525,43600.51085,1,135,1.71
94292,2,14,6,22639.11417,25752.93604,1,139,4.17
94293,1,64,3,134587.1204,147281.1237,2,135,5
94294,2,14,1,27285.62306,28798.17818,2,136,NA
94295,2,48,6,21301.72231,23019.24679,1,137,3.82
94296,2,1,3,17710.8767,18347.88893,1,142,1.96
94297,1,2,7,14644.39353,0,2,137,NA
94298,1,80,7,17549.79877,17832.28695,1,136,2.46
94299,2,12,7,32506.31629,34380.32625,1,135,1.25
94300,2,69,3,135287.882,144636.7843,2,142,3.87
94301,2,64,6,5239.734507,5573.205152,2,135,1.79
94302,2,24,6,50406.38512,49547.27917,1,138,NA
94303,1,65,2,5224.702992,5666.772376,2,138,0.7
94304,1,40,6,11812.29273,11824.96708,1,141,3.47
94305,2,18,3,72568.06374,74591.86049,2,146,3.71
94306,2,22,3,118470.4008,118245.9117,2,145,1.73
94307,2,10,3,14171.56506,15490.18351,1,142,1.82
94308,2,11,7,9677.657505,10279.87071,2,140,3.21
94309,2,54,6,17026.60281,17156.51651,2,135,5
94310,1,2,6,9665.288679,10730.58114,2,148,3.65
94311,2,41,4,13540.55674,13608.08119,2,134,3.28
94312,2,15,3,16944.95828,17546.23146,1,142,0.76
94313,1,41,4,30358.96957,32009.87698,2,148,3.34
94314,1,48,6,23845.73355,27483.7748,1,137,1.79
94315,2,0,2,8346.976969,8689.344054,1,134,NA
94316,1,0,4,6428.598729,0,1,139,0.54
94317,1,10,7,96736.65496,106072.129,1,143,3.04
94318,2,3,7,25066.28477,25219.47692,2,145,4.08
94319,1,44,3,230775.1116,225034.5271,1,148,5
94320,1,33,4,28244.01812,31203.92623,2,146,1.18
94321,1,60,4,11665.69668,11928.79931,2,136,0.74
94322,1,20,2,18197.31876,19407.65307,1,144,NA
94323,1,60,6,10511.85597,9850.780795,1,137,5
94324,2,50,3,117432.1407,124622.5949,1,141,5
94325,2,62,6,21618.0877,23407.11354,2,140,1.11
94326,1,55,3,201885.8995,213910.4337,1,140,5
94327,1,61,4,13258.63307,14179.48664,1,143,2.07
94328,2,29,6,22129.88927,22025.58996,2,148,2.38
94329,2,6,4,12450.5541,12992.26478,2,142,2.37
94330,2,57,3,304313.95,337044.2469,2,147,2.65
94331,2,4,3,22231.02435,22724.06709,1,141,1.81
94332,2,41,7,49854.95113,0,2,146,0.03
94333,1,0,4,9978.568186,10221.67581,1,143,0.74
94334,2,65,6,11069.02364,0,2,144,1.02
94335,1,69,6,13316.78702,14737.60644,1,138,2.24
94336,1,74,2,18953.64807,21373.27816,2,138,1.73
94337,1,44,7,26600.54211,31603.60905,2,147,1.13
94338,2,4,7,21010.00083,23535.04258,2,142,NA
94339,1,37,2,62055.62692,74861.29282,2,146,2.28
94340,1,25,3,141318.0272,147426.706,2,141,4.68
94341,1,24,1,38766.69425,41674.38635,2,136,1.7
94342,2,57,4,25696.60674,29006.37607,2,135,5
94343,1,71,1,21464.42954,24720.77567,2,141,2.73
94344,2,8,1,17130.14909,17127.6545,2,137,0.61
94345,1,65,3,30360.80599,30636.43358,1,145,1.69
94346,1,0,2,7652.318769,9812.513108,1,140,1.14
94347,2,0,7,5404.009838,5389.899145,1,137,1.21
94348,1,80,3,36953.13315,43600.7447,1,137,NA
94349,1,17,1,22516.14106,23521.09878,2,136,1.04
94350,1,54,6,28368.31194,29894.09635,1,136,3.66
94351,1,14,3,45399.62589,45797.71418,1,146,1.82
94352,2,70,2,26719.85845,29468.96117,2,138,2.04
94353,2,19,3,36411.28106,36954.49421,1,146,1.39
94354,2,10,1,26686.47655,26263.43287,2,136,3.85
94355,1,2,3,15655.99018,16109.26001,2,142,1.58
94356,1,58,4,18090.25819,18794.24299,1,144,2.24
94357,1,8,7,14806.06451,16059.01838,2,140,0.59
94358,1,0,3,14713.59558,14311.87997,2,143,1.25
94359,1,36,1,32562.15261,41777.73592,1,144,0.87
94360,1,44,2,101791.7433,109985.3858,2,143,1.4
94361,2,38,1,38083.29028,46743.09674,2,136,NA
94362,1,79,3,25253.44631,28317.26325,1,141,2.79
94363,2,73,3,15831.01126,0,2,145,3.91
94364,2,19,3,28366.71252,29157.81066,2,143,0.96
94365,1,22,4,23223.85201,23489.4643,1,145,0.24
94366,1,25,6,14649.47116,19557.05626,2,138,1.32
94367,2,9,4,6754.336898,8071.261918,2,145,2.31
94368,2,33,3,240778.9902,249636.7712,2,147,5
94369,1,2,4,4444.703688,4466.540239,1,144,1.18
94370,1,0,1,6238.422929,7999.484681,1,146,0.86
94371,2,10,1,20131.19311,20294.63674,2,141,4.45
94372,1,68,4,4869.293891,5168.129019,1,147,3.87
94373,2,80,3,21571.63708,24954.31451,1,142,1.54
94374,2,52,1,34909.82949,34763.90257,2,136,2.47
94375,2,30,7,20817.57394,23621.93241,1,137,3.18
94376,1,66,4,6861.95842,7003.434508,1,140,2.9
94377,1,33,3,37899.69879,38734.49601,1,138,2.24
94378,1,13,6,5796.698312,5843.437579,1,137,2.15
94379,2,24,3,10875.42052,11966.43286,2,139,2.55
94380,1,63,4,8274.480688,8615.303615,2,148,0.15
94381,2,80,4,20618.90175,21435.51412,2,148,5
94382,2,32,3,95190.91686,92610.22624,1,136,1
94383,2,4,1,38857.8513,38219.10277,2,142,2.86
94384,2,0,3,20700.54746,20008.74508,1,135,3.92
94385,2,48,6,14719.79742,15906.63161,1,148,2.45
94386,2,71,3,27297.06272,30665.65174,2,141,1.65
94387,2,39,4,36600.91933,39705.73003,2,145,4.12
94388,2,33,4,15257.63564,15974.63762,1,139,0.8
94389,1,4,3,31654.82344,33087.27883,2,142,1.51
94390,2,72,6,7919.45672,9055.29016,2,138,1.15
94391,1,1,3,18395.80534,21447.58357,2,137,5
94392,1,25,4,31174.52901,39919.89547,1,143,3.23
94393,1,36,2,57606.14302,61496.31782,2,146,NA
94394,2,18,7,15419.42503,16105.35431,1,138,0.87
94395,1,19,3,31691.4264,31363.4866,1,140,1.08
94396,2,15,4,11100.7483,11719.205,2,135,0.66
94397,1,0,4,5663.325452,6177.903499,2,134,NA
94398,2,39,4,29877.79293,29472.8001,1,134,0.81
94399,2,62,2,15156.73709,16101.4167,1,136,3.09
94400,2,6,3,23813.85211,27048.15152,2,141,0.6
94401,1,57,3,225382.4806,237630.1396,1,145,3.43
94402,1,10,3,23931.5106,25727.85492,2,141,1.67
94403,2,7,3,24006.83615,26240.59487,2,139,0.79
94404,2,80,3,40212.91256,43280.63095,1,142,2.07
94405,2,39,3,46371.19323,54715.9648,2,146,0.78
94406,2,34,4,31274.25646,30697.82641,1,139,NA
94407,2,76,3,125808.4884,146291.1632,2,146,5
94408,1,72,3,35935.41091,38126.21908,1,146,2.59
94409,1,23,2,17258.10779,18017.17512,1,139,0.41
94410,2,80,4,14047.47575,13735.40173,1,138,NA
94411,1,13,4,22122.80736,23521.84387,1,146,2.2
94412,1,80,1,13268.45045,16330.12719,2,143,0.61
94413,1,16,7,6107.536889,6111.620286,2,136,0.24
94414,1,32,4,19359.35581,21115.13836,1,144,0.12
94415,1,37,2,56097.86925,55655.80707,1,139,1.22
94416,2,28,3,89825.86957,88807.91787,1,142,1.96
94417,2,3,3,26705.69716,35316.13999,2,146,0.95
94418,2,76,3,178011.7007,203108.1144,1,134,2.59
94419,2,10,4,15233.34425,15876.78977,2,142,0.85
94420,2,80,3,22944.37951,25457.67118,2,139,1.33
94421,2,75,6,13742.92525,13865.18802,2,140,4.62
94422,2,2,3,12771.45253,14095.62186,1,140,0.53
94423,1,18,6,9986.806641,10011.39661,2,135,0.41
94424,2,75,4,12896.84611,13916.74273,1,144,NA
94425,2,75,3,65115.39876,72984.86078,1,134,3.08
94426,2,0,1,9635.393153,9008.141493,1,142,2.06
94427,2,49,6,13216.33448,16379.83944,2,134,1.94
94428,1,60,2,11614.65099,12551.81861,2,146,2.07
94429,1,61,4,17318.79105,18607.51324,1,141,5
94430,2,25,7,24619.77431,25892.35457,1,146,2.2
94431,1,47,3,13313.53132,13185.56464,2,135,2.55
94432,2,71,1,18201.52329,19083.87299,1,136,4.48
94433,1,46,4,39339.71111,37751.53515,1,139,1.06
94434,2,26,6,16332.88369,17837.89498,2,144,2.43
94435,1,1,4,8904.008351,9390.084647,2,145,2.17
94436,2,31,4,24008.91382,25807.40355,2,140,0.82
94437,1,1,4,10929.32129,12112.82035,1,144,0.68
94438,1,80,2,35582.57732,38606.00713,2,134,2.88
94439,2,7,6,2971.568814,3052.657625,2,139,1.71
94440,2,0,7,8427.886055,8273.831396,2,140,4.25
94441,1,12,7,22321.33945,22962.99849,2,142,NA
94442,1,60,3,52331.36512,0,2,139,1.65
94443,1,32,1,42110.00149,46684.26803,2,141,2.39
94444,2,78,4,26700.39261,27701.06444,2,137,1.68
94445,1,53,3,15443.41817,15800.29064,1,142,2.47
94446,2,28,2,26133.21627,26412.2512,1,137,0.73
94447,1,15,4,20700.34775,21759.07862,2,140,0.89
94448,1,41,3,143070.3249,140448.624,2,139,3.06
94449,1,1,3,13574.98049,15105.17268,2,141,1.2
94450,1,30,1,69523.4362,71155.45175,2,135,1.36
94451,2,4,3,25293.67694,26264.22926,2,141,0.6
94452,2,58,3,118052.9975,0,1,135,NA
94453,2,20,3,75660.94812,76619.69457,2,141,1.77
94454,1,1,2,19537.31879,26592.79751,1,138,3.43
94455,2,10,1,39067.0251,40162.70539,2,144,4.22
94456,2,16,3,15717.14551,15360.55418,2,139,1.49
94457,2,46,3,283452.9171,306375.5811,2,136,4.81
94458,1,56,6,11018.40087,11218.06879,1,141,5
94459,2,52,4,32196.41983,32638.66081,2,145,1.09
94460,2,61,4,6841.04959,7350.023852,1,147,5
94461,2,19,1,40402.10255,48998.16483,2,145,0.82
94462,2,12,2,35183.68686,36714.32718,2,137,5
94463,2,26,4,36824.18015,41051.87568,2,146,NA
94464,1,77,3,79764.73783,85415.04173,2,136,5
94465,1,31,7,26074.59559,26821.11157,1,146,4.31
94466,1,1,6,12012.20885,16172.58946,2,134,5
94467,2,18,6,12241.25864,14483.63673,1,137,0.93
94468,2,0,4,8472.453328,10383.74616,2,142,NA
94469,2,37,7,73181.31298,73794.54171,2,134,5
94470,1,64,3,138831.9435,138200.6961,2,143,NA
94471,2,42,2,46859.18803,47197.73167,2,144,NA
94472,2,5,7,18784.79086,21121.08434,1,143,1
94473,2,73,3,115282.3029,132837.6189,2,143,1.92
94474,1,55,3,170880.7654,174829.5441,2,139,3.66
94475,2,26,1,39351.92722,47325.27818,2,136,2.72
94476,2,55,3,371357.277,364958.3788,1,139,NA
94477,2,58,4,27711.18861,27705.3736,1,141,3.92
94478,2,37,4,27749.89014,28634.19878,2,144,0.91
94479,2,64,3,32706.6478,31060.85688,1,146,0.91
94480,1,6,1,21761.42277,22524.27522,1,148,0.45
94481,2,31,7,25141.52589,24190.80295,1,142,1.7
94482,2,13,4,8913.438255,8970.298993,1,145,NA
94483,2,74,7,18636.48367,20766.13711,1,148,5
94484,1,5,4,7903.928618,7951.279165,1,140,1.73
94485,2,0,7,9583.587296,10228.99722,2,137,1.54
94486,2,44,4,26253.43941,30162.35649,2,146,0.77
94487,1,29,4,17759.75791,18146.87649,1,144,1.05
94488,2,38,2,47440.15507,50323.40723,2,144,0.68
94489,2,4,1,24605.19375,26825.38088,2,135,1.29
94490,2,64,3,32173.73417,33260.22225,2,147,1.17
94491,2,19,4,16393.97907,16796.48672,2,140,0.99
94492,1,6,6,15270.89959,16002.63797,1,143,2.85
94493,1,63,1,8150.534031,8121.621078,2,140,2.19
94494,1,10,3,15250.63096,16486.97437,1,142,0.76
94495,2,4,7,15973.30706,14752.37885,2,140,5
94496,1,3,3,84383.55521,94587.37052,1,136,3.05
94497,1,45,7,30750.2001,30299.20396,2,139,0.4
94498,2,11,7,8620.57994,9053.50979,1,136,5
94499,1,62,4,13096.04146,14247.10243,1,138,2.65
94500,2,60,4,8053.50278,8377.400768,2,147,1.32
94501,2,41,6,30534.27408,32278.83158,2,138,4.08
94502,2,15,6,10471.96884,12048.48865,1,138,2.46
94503,2,52,4,51538.17276,52130.98492,1,139,2.16
94504,1,28,4,77496.60775,74893.19857,1,144,1.63
94505,1,7,1,16035.3269,16218.28335,2,141,0.2
94506,2,69,4,20695.46832,20432.32459,2,144,NA
94507,1,34,4,22588.94153,23515.11509,2,148,1.26
94508,2,34,4,49728.61729,49290.78611,1,134,4.86
94509,2,53,3,15654.80025,15734.37039,2,145,4.78
94510,2,49,3,183489.7969,203543.1968,2,136,5
94511,1,7,4,8688.205387,9633.633972,2,135,1.7
94512,2,43,1,13568.62205,13073.88957,2,140,1.22
94513,1,2,3,21497.39342,24763.98588,1,140,3.67
94514,2,8,6,16847.69495,22249.3486,2,135,NA
94515,2,58,2,10957.67126,10558.138,2,141,1.82
94516,2,19,4,14293.9083,15090.26573,1,146,0.17
94517,1,19,6,10456.32183,12129.80529,2,148,2.17
94518,2,0,3,5471.038719,5119.218979,2,139,0.59
94519,1,59,3,373660.7885,379744.4477,1,136,3.67
94520,1,7,1,17884.91225,18545.05446,1,147,1.73
94521,1,0,1,8339.399656,9086.893647,2,136,1.59
94522,1,60,4,13605.39528,14073.4192,2,142,0.62
94523,2,65,4,20902.84446,22778.67551,1,144,2.46
94524,1,11,4,14530.16366,0,2,142,NA
94525,2,66,3,28064.35745,36194.68825,2,139,1.52
94526,1,37,4,19155.6767,19525.13198,2,148,0.2
94527,1,36,1,27245.29454,27265.68486,1,135,1.95
94528,1,34,6,27637.30689,26323.96388,1,137,1.02
94529,1,58,4,20238.573,22333.4613,2,148,1.64
94530,1,22,4,43603.90097,45088.08533,2,137,3.4
94531,2,34,1,37352.82508,41142.42607,1,144,1.52
94532,2,36,1,23189.57204,25523.86674,2,135,0.8
94533,2,17,3,7132.571516,0,2,139,3.13
94534,1,80,3,23326.65519,25571.01999,1,135,1.35
94535,1,80,3,66644.45258,0,1,141,4.98
94536,1,13,4,9974.77362,11728.4048,2,137,1.05
94537,1,11,2,32873.46023,34117.40716,1,134,1.06
94538,1,42,6,12373.1171,13762.672,1,148,NA
94539,2,55,3,158976.9722,157436.2183,1,136,0.09
94540,2,10,4,12858.40318,15399.23637,2,146,NA
94541,2,79,4,18298.34023,18428.2819,2,139,4.56
94542,1,30,4,35056.53457,37261.11516,2,144,5
94543,2,12,4,13925.19262,14544.65133,1,138,4.93
94544,2,17,3,74848.70855,76936.1085,2,143,NA
94545,1,18,6,12226.59173,12476.60788,2,138,NA
94546,2,19,7,13760.64201,13993.36712,2,140,0.37
94547,2,67,4,18165.34047,18811.72215,2,137,1.81
94548,1,4,4,9975.269517,13180.59346,1,145,1.06
94549,1,80,3,9760.587922,11172.45408,1,136,1.75
94550,2,17,7,17302.08231,17851.48158,1,139,1.65
94551,1,2,1,13458.72039,14644.26703,2,148,NA
94552,2,56,6,13158.19423,13544.5724,1,144,3.69
94553,2,72,3,50164.52846,55771.34818,1,145,NA
94554,1,69,1,5113.215899,5298.306548,1,137,4.07
94555,1,19,1,17202.88202,17560.15651,1,147,0.96
94556,1,7,3,33216.42167,35741.73325,1,134,0.99
94557,2,35,4,15165.1526,15877.80853,1,145,1.71
94558,2,62,1,8284.663728,9216.920157,2,141,NA
94559,1,41,1,64530.26925,65859.40108,2,144,5
94560,2,24,3,65989.34526,65182.08116,2,143,2.13
94561,2,5,1,24006.22424,25564.37815,2,143,0.59
94562,1,16,3,47975.34002,48976.99984,2,146,0.79
94563,1,8,3,54721.17921,58828.65414,2,135,5
94564,2,80,2,12994.62956,13588.43107,2,148,2.07
94565,2,45,2,51078.36331,52634.06244,2,145,0.1
94566,2,43,3,151507.4315,0,1,138,NA
94567,1,16,4,17790.20562,18583.26543,2,142,0
94568,2,60,1,7053.593891,8372.367776,2,142,0.57
94569,2,27,3,63797.94146,63027.55105,1,142,4.04
94570,1,48,3,18889.18245,19229.68648,2,139,1.15
94571,2,80,3,24062.3118,27115.08636,2,141,3.4
94572,2,14,4,17554.02899,18854.9868,1,137,1.05
94573,2,62,1,8876.779152,9078.809026,2,148,NA
94574,1,18,4,11076.85845,13250.13207,1,145,2.02
94575,2,80,3,34751.35463,37541.80411,1,142,NA
94576,2,33,1,30447.64444,33257.79518,2,144,0.58
94577,2,30,3,113456.8222,112979.1136,1,138,5
94578,1,71,3,10577.50847,11716.84274,2,142,1.73
94579,1,52,4,30471.02791,29885.43794,1,139,0.62
94580,2,5,1,18927.14859,20155.63876,2,137,0.68
94581,1,80,3,8260.017708,0,2,140,0.69
94582,1,1,1,16904.58211,23009.30511,2,136,1.68
94583,1,80,3,12837.22348,15135.03342,1,145,1.19
94584,1,10,7,22249.94052,24568.62727,1,141,1.22
94585,1,8,3,47071.13264,61034.41689,1,146,3.66
94586,2,74,3,114419.4414,128916.2972,2,144,5
94587,2,19,3,30430.26696,37793.41297,1,146,3.1
94588,1,7,3,24766.67395,26954.25689,2,142,1.51
94589,1,33,3,92106.70559,94067.06013,1,135,2.85
94590,2,65,2,16915.27809,20280.0847,1,143,0.23
94591,1,42,3,27726.81622,27358.36406,1,140,1.19
94592,2,0,3,10404.66483,9853.097296,2,141,1.2
94593,2,0,4,10044.04858,9322.109216,1,143,0.49
94594,2,42,4,20962.14325,23306.77336,1,136,1.26
94595,1,28,6,14649.47116,15685.03762,2,138,1.24
94596,1,45,3,57804.22486,58858.01541,1,146,3.1
94597,2,5,1,16983.00103,21796.41429,1,135,2.23
94598,1,46,3,38871.84945,0,1,146,NA
94599,2,4,3,58116.20765,76464.3074,2,135,5
94600,2,77,3,70086.69953,78281.87502,2,141,2.88
94601,2,15,3,27415.92165,28256.3339,2,148,1.68
94602,1,2,3,15545.07996,16009.26349,1,140,1.96
94603,2,5,4,21472.60589,22796.76215,1,139,1.14
94604,2,6,7,13719.28815,14408.27768,2,136,5
94605,1,42,4,22517.56923,24724.82643,1,146,3.08
94606,2,57,3,10652.27757,12720.94392,2,139,5
94607,1,38,3,91222.39643,95111.43106,2,141,4.25
94608,1,24,1,34709.86373,35642.01692,1,148,NA
94609,2,70,6,12716.96285,14218.04698,2,134,5
94610,2,16,6,12055.78503,14264.18769,1,137,5
94611,2,11,1,22782.11967,22847.66587,2,138,0.41
94612,1,9,4,21639.52079,23449.72198,2,143,0.89
94613,2,13,3,41184.80647,41799.23496,1,146,4.86
94614,2,66,2,40076.44583,0,2,145,2.16
94615,2,47,2,52439.24709,52103.45605,1,136,5
94616,1,62,1,9043.215895,9199.67675,2,135,0.7
94617,1,4,3,17699.6143,18090.5732,2,139,1.7
94618,1,49,3,186424.7779,197704.9284,2,136,4.94
94619,1,61,4,5899.686467,6238.510988,1,144,4.04
94620,2,0,7,12037.89639,13045.5012,2,142,1.05
94621,1,9,6,15657.44878,16407.7095,1,141,3.47
94622,1,4,3,52774.31247,60793.5252,2,146,1.2
94623,2,48,3,174797.7355,180878.0181,2,145,5
94624,1,38,6,15588.28538,18559.12365,2,140,4.62
94625,1,22,4,31579.20437,32362.46579,1,146,1.2
94626,1,15,7,21150.37878,22188.46943,1,141,0.92
94627,1,59,2,46452.435,51137.33799,2,134,1.72
94628,1,2,4,6680.65224,8900.291032,1,147,0.07
94629,2,2,3,19864.34933,21509.67743,1,134,3.66
94630,1,15,4,14579.71442,15501.72908,1,145,0.1
94631,2,21,4,59980.04554,66671.89869,2,142,2.37
94632,2,70,3,50767.98696,56442.2544,2,141,2.06
94633,2,68,3,103844.0555,100348.6538,2,140,5
94634,2,80,3,24163.83494,27437.33226,2,141,2.27
94635,1,3,4,14638.01555,14997.94539,2,137,0.66
94636,1,8,1,15640.19752,18864.89762,2,136,1.15
94637,2,5,1,30652.7811,32741.02092,2,138,0.15
94638,1,35,4,35643.47451,36387.46364,1,146,2.11
94639,2,4,1,38825.074,38186.86426,2,146,0.22
94640,2,55,6,12490.85531,12571.05546,1,141,5
94641,1,70,6,25156.19591,27097.92393,1,143,NA
94642,2,62,3,35390.69162,33804.84496,2,143,2.04
94643,2,4,7,7640.64602,7775.252316,1,138,1.83
94644,1,24,3,49846.93163,57498.65618,1,140,1.2
94645,2,3,3,26593.66906,0,2,135,5
94646,1,3,4,7981.455164,10390.36843,1,147,NA
94647,2,38,6,18554.15158,18357.90788,1,141,3.47
94648,2,45,6,25861.18309,26775.84523,2,135,2.89
94649,1,67,3,70087.17152,90351.31396,1,140,2.47
94650,2,65,4,14536.35106,14084.81215,1,139,4.31
94651,2,57,3,49422.00402,47931.74741,1,145,1.27
94652,2,74,3,56641.39302,63486.73681,2,138,3.19
94653,2,7,3,62911.34496,0,1,145,2.64
94654,2,61,3,175739.0327,181104.4086,1,143,4.19
94655,2,3,3,20995.49264,21831.6952,1,140,4.39
94656,2,7,3,43306.90603,47336.47403,1,142,1.18
94657,2,9,7,6074.200349,6460.04082,1,148,1.67
94658,2,8,4,11506.98472,11846.84654,1,144,1.62
94659,1,18,6,8548.632619,8723.439814,2,134,NA
94660,2,40,1,30447.09037,29733.4461,2,144,5
94661,2,2,1,17992.60592,19616.123,2,135,1.29
94662,1,0,3,9727.764326,9367.408085,2,142,0.69
94663,2,30,7,28536.21283,32913.68798,2,140,5
94664,1,41,6,9462.873164,9814.572175,1,148,4.55
94665,1,0,3,9544.477303,9163.197457,1,145,0.46
94666,2,38,4,16926.61697,17868.53548,1,145,1.14
94667,2,9,1,35099.20786,35200.19142,1,137,0.59
94668,1,7,3,17926.63905,18868.32954,2,139,2.82
94669,1,38,3,263264.1662,322377.0797,1,136,5
94670,1,60,4,7775.048428,7847.451397,1,145,0.81
94671,1,5,7,17268.21136,17692.81431,2,141,2.45
94672,2,29,3,146511.0735,144629.7139,1,139,5
94673,2,23,4,31056.2589,30837.76814,2,142,NA
